Title,Category,Auther,Date,Content,URL
प्रधानमन्त्रीद्वारा हिल्सा पुल उद्घाटन,समाचार,हिमालखबर,"मंगलबार, ५ पुस, २०७३","प्रधानमन्त्री पुष्पकमल दाहाल ‘प्रचण्ड’ले हुम्लाको हिल्सा नदीमा निर्माण गरिएको पुल आज एक समारोहबीच उद्घाटन गरेका छन् ।. रु. सात करोड ५० लाखको लागतमा सो पुल निर्माण गरिएको हो । पुल उद्घाटनसँगै कर्णालीअञ्चलको चीनसँगको आवतजावत सहज हुने भएको छ ।. प्रधानमन्त्री दाहालले राजनीतिक दलका मागबमोजिम विद्युत् उत्पादनका लागि एक अध्ययन टोली पठाउने, सिमकोट मैदानमा रु.तीन करोड निकासा गरी आङ्गिक क्याम्पसलाई प्राथमिकता दिने, पर्यटकीय महत्व रहेको सिमकोट–हिल्सा सडक निर्माणमा प्राथमिकता दिने बताएका छन् ।. खाद्यान्न समयमै ढुवानीका लागि अर्थ मन्त्रालयबाट बजेट विनियोज भइसकेको बताउदै प्रधानमन्त्री दाहालले कर्णाली करिडोर हिल्सा–सिमकोट हुँदै बाँके जिल्लाको जमुनासम्मको बाटो नेपाली सेनाको सहयोगमा निर्माण गरिने जानकारी दिए ।. सहमति र सहकार्यमा संविधान संशोधन गर्न सबैसँग छलफल गर्दै अघि बढ्ने उल्लेख गर्दै प्रधानमन्त्री दाहालले मानसरोवर कैलाश यात्रामा स्थानीय जनता र कर्मचारीलाई समेत सहज हुनेगरी परिचयपत्रको व्यवस्था गर्न निर्देशन दिए ।. सो अवसरमा जिल्लाका राजनीतिक दलले कर्णाली करिडोर हिल्सा–सिमकोट सडक निर्माण गर्न, विद्युत् आपूर्ति सहज गराउन, हेक्पा खोला र दोजाम खोलाबाट तीन मेगावाटसम्म विद्युत् उत्पादन गर्न, मानसरोवर तथा कैलाश पर्वतमा दशवटा प्रवेशद्वार बनाउन, दक्षिणी क्षेत्रमा कृषि उत्पादन बढाउन, जिल्ला अस्पतालमा भिडियो एक्स–रे उपलब्ध गराउन, लिमी गाविसको लाप्चामा पर्ने ललुङ जोडङ नाकाबाट मोटरबाटो निर्माणमा प्रधानमन्त्रीको ध्यानाकर्षण गराएका थिए ।. . . .",https://www.himalkhabar.com/news/1477
सुडानमा अपहरणमा परेका  दुई नेपाली रिहा,समाचार,हिमालखबर,"मंगलबार, ५ पुस, २०७३",तीन साताअघि सुडानमा अपहरणमा परेका दुई नेपाली रिहा भएका छन्।. सुडानस्थित संयुक्त राष्ट्र संघीय शरणार्थी उच्चयुक्तको कार्यालयमा कार्यरत सरुन प्रधान र रमेश कार्की हिजो ४ पुसमा सकुशल अपहरणमुक्त भएको उच्चायुक्तको कार्यालयले जनाएको छ । दुई नेपालीसँगै अपहरणमा परेका सुडानी नागरिक मुसा ओमेर मुसा मोहम्मद समेत रिहा भएका छन्।. उच्चायुक्तको कार्यालयका प्रमुख प्रवक्ता एड्रियन एडवार्डसले उनीहरु सकुशल रिहा भएको जानकारी दिएका छन्।. उनीहरुलाई अज्ञात बन्दुकधारीले गत २७ नोभेम्बर (१२ मंसीर) मा अहरण गरेका थिए ।. उच्चायुक्तको कार्यालयले अपहरणमुक्त गराउन सहयोग गरेकोमा सुडानी सरकारलाई धन्यवाद समेत दिएको छ ।.,https://www.himalkhabar.com/news/1479
"तिवारीको शव परिवारले बुझे, आजै अन्त्येष्टि हुने",समाचार,हिमालखबर,"बुधबार, ६ पुस, २०७३","अपरिचित व्यक्तिको गोली प्रहारबाट निधन भएका युवा संघ रुपन्देहीका अध्यक्ष दुर्गा तिवारीको शव उनका परिवारले बुझेका छन् । उनको आजै राति देवघाटमा अन्त्येष्टि हुने भएको छ ।. हत्यारा पक्राउ नपरुन्जेल शब नबुझ्ने अडानमा रहेका आफन्त र संघले तिवारीलाई शहीद घोषणाका लागि सिफारिस गर्ने स्थानीय प्रशासनको आश्वासनपछि शव बुझेका हुन् ।. युवासंघले बुटवलमा शोकसभा गरेको छ भने ठूलो जुलुसका साथ तिवारीको शव उनको घर रहेको खैरेनीतर्फ लगिएको छ ।. खैरेनीमा श्रद्धाञ्जली सभापछि आजै देवघाटमा अन्त्येष्टि गरिने कार्यक्रम रहेको युवासंघ सचिवालय सदस्य देवराज पोखरेलले बताए ।. बुटवलमा आयोजित शोकसभामा बोल्दै एमाले र युवासंघका नेताहरुले हत्यालाई अन्यत्रै मोडेर राजनीतिक मुद्दा कमजोर नबनाउन प्रशासनलाई चेतावनी दिएका छन् । दीपक ज्ञवाली, बुटवल",https://www.himalkhabar.com/news/1496
सत्तापक्ष र प्रतिपक्षको अडानले बैठक निष्कर्षविहीन,समाचार,हिमालखबर,"सोमबार, ४ पुस, २०७३","सभामुख ओनसरी घर्तीको पहलमा आज भएको प्रमुख तीन दलको छलफल संविधान संशोधन प्रस्तावमा सत्तापक्ष र प्रतिपक्षले आ–आफ्नो अडान यथावत राखेपछि बिनानिष्कर्ष टुङ्गिएको छ ।. व्यवस्थापिका–संसद् सचिवालयमा बसेको उक्त छलफलमा सत्तापक्ष नेकपा माओवादी (केन्द्र) र नेपाली काँग्रेसले संविधान संशोधन प्रस्तावलाई अघि बढाउने कार्यमा सहयोग पु¥याउन गरेको आग्रहलाई प्रतिपक्ष नेकपा (एमाले)ले सिधै अस्वीकार गरेको थियो ।. छलफलपछि प्रमुख प्रतिपक्षी दल एमालेका उपाध्यक्ष वामदेव गौतमले संविधान संशोधनको ‘असंवैधानिक’ प्रस्तावलाई एमालेको सहमतिमा ल्याउन राखेको प्रस्तावलाई आफूहरुले अस्वीकार गरेको बताए ।. उनले भने, “राष्ट्रलाई विखण्डन गर्नेतर्फ उन्मुख भएको संविधान संशोधनको प्रस्ताव जारी संविधानमा पनि अघि बढाउन नपाउने व्यवस्था हुँदाहुँदै जबर्जस्ती ल्याउने काम भएकाले हाम्रो सहमति हुँदैन भनेका हौँ ।”. संविधान संशोधनको प्रस्ताव फिर्ता नभएसम्म संसद्को अवरोध कायमै रहने अठोट व्यक्त गर्दै उनले भने, “संशोधन प्रस्ताव पारित हुन दिँदैनौँ । अवरोध गर्छौं । सत्तापक्षले जसरी प्रस्तुत हुन्छ त्यसअनुसार हामी पनि अघि बढ्छौँ ।”. नेकपा माओवादी (केन्द्र)का नेता एवम् अर्थमन्त्री कृष्णबहादुर महराका अनुसार संविधान संशोधन प्रस्ताव फिर्ता गर्नुपर्छ भन्ने प्रमुख प्रतिपक्ष एमालेको माग यथावत् नै रहको बताए ।. उनले भने, “निर्वाचन र संविधान संशोधनको प्रस्तावका बारेमा छलफल भयो । प्रतिपक्षले संविधान संशोधनको प्रस्ताव फिर्ता गर्न भनेको कुरालाई सरकारको तर्फबाट त्यो हुनै सक्दैन भन्ने जानकारी दिइएको छ । पास भए पनि फेल भए पनि सदनमै हुन्छ, लैजानुपर्छ भनेका छौँ ।”. नेपाली काँग्रेसका उपसभापति रामचन्द्र पौडेलले संविधान, मुलुकको पछिल्लो राजनीति, संशोधन र स्थानीय निकायको निर्वाचनबारेमा छलफल भएकामा सबै विषयको सहमति प्याकेजमै खोज्न वार्तालाई निरन्तरता दिने सहमति भएको जानकारी दिए ।. छलफलमा प्रधानमन्त्री पुष्पकमल दाहाल, नेपाली काँग्रेसका सभापति शेरबहादुर देउवा, नेकपा (एमाले)का नेता केपी शर्मा ओलीलगायतका नेताहरु सहभागी रहेका थिए । रासस",https://www.himalkhabar.com/news/1464
९५ किलो गाँजा सहित दुई पक्राउ,समाचार,हिमालखबर,"बुधबार, ६ पुस, २०७३","मकवानपुर प्रहरीले हेटौंडाको रातोमाटेबाट ९५ किलो गाँजासहित दुई जनालाई पक्राउ गरेको छ ।. सर्लाही हरिवन–४ का २८ वर्षीय महेश आलेमगर र ३८ वर्षीय राजकिशोर चौधरीलाई प्रहरीले चेकजाँचको क्रममापक्राउ गरेको हो ।. हेटौंडाबाट पथलैयातर्फ जाँदै गरेको ना५ख ९३३२ नम्बरको ट्रक रातोमाटेमा चेकजाँचगर्दा लुकाई ल्याएको ९५ किलो ४ सय ग्राम गाँजा बरामद गरेको मकवानपुरका प्रहरी उपरीक्षक वसन्तकुमार लामाले बताए ।. गाँजा बरामदभएको ट्रकसहित दुबै जनालाई प्रहरीले नियन्त्रणमा लिएको छ ।सुरजकुमार भुजेल, मकवानपुर",https://www.himalkhabar.com/news/1488
युवा संघका अध्यक्ष तिवारीको गोली हानी हत्या,समाचार,हिमालखबर,"सोमबार, ४ पुस, २०७३","रुपन्देहीको देवदहमा युवा संघ, रुपन्देहीका अध्यक्ष दुर्गा तिवारीको गोली हानी हत्या गरिएको छ ।. मोटरसाईकलमा आएका दुई अज्ञात ब्यक्तिले ३६ वर्षीय तिवारीमाथि ४पुष दिउसो साढे ३ बजे गोली प्रहार गरेको प्रहरीले जनाएको छ ।. गोली लागि घाइते भएका तिवारीको देवदह मेडिकल कलेजमा उपचारका क्रममा मृत्यु भएको प्रहरीले जनाएको छ ।. प्रहरी घटनास्थलमा पुगी अनुसन्धान थालिरहेको ईलाका प्रहरी कार्यालय, बुटवलका प्रहरी नायव उपरीक्षक (डीएसपी) मुकुन्द मरासिनीले बताए ।. हत्याको विरोधमा बुटबलमा प्रदर्शन गरिएको छ । युवा संघका कार्यकर्ता प्रदर्शनमा उत्रिएका हुन ।. विरोध प्रदर्शन हुन थालेपछि स्थानीय प्रशासनले सुरक्षा व्यवस्था कडा बनाएको छ । दीपक ज्ञवाली, बुटबल.",https://www.himalkhabar.com/news/1467
पुनःनिर्माणमा खटिएका प्राविधिकहरूको सामूहिक राजीनामा,समाचार,हिमालखबर,"मंगलबार, ५ पुस, २०७३","सरकारले माग पूरा नगरेको भन्दै भूकम्प अतिप्रभावित ११ जिल्लामा खटिएका इन्जिनियर, सब-इन्जिनियर र ओभरसियरहरूले सामूहिक राजीनामा दिएका छन् ।. उनीहरुले आज अपराह्न शहरी विकास मन्त्रालय केन्द्रीय आयोजना कार्यान्वयन इकाईमा राजीनामा पत्र बुझाएका हुन् ।. प्राविधिकहरूको २२ मंसीर देखिको आन्दोलनपछि आएको घर निर्माणको तयारी गरिरहेका भूकम्पपीडितहरू थप समस्यामा पर्ने भएका छन् ।. केही प्राविधिकहरूले सामूहिक राजीनामा दिन्छौं भन्दै राजीनामा बुझाएको कार्यान्वयन इकाईका प्रमुख शिवहरि शर्माले जानकारी दिए । उनले माग पूरा गर्ने निर्णय भइसकेकोले प्राविधिकहरुलाई केही समय धैर्य गर्न भन्दा पनि नमानेको बताए ।. राजीनामा बुझाउने मध्येका इन्जिनियर सन्तोष क्षेत्रीले ११ जिल्लामा खटेका ७० प्रतिशत प्राविधिकले सामूहिक राजीनामा गरेको बताए ।. आफूहरुले विभिन्न माग राखेर अल्टिमेटम दिँदा पनि सरकारले सुनुवाई नगरेकाले राजीनामा दिन वाध्य भएको उनको भनँई छ । सरकारले अब गर्ने निर्णयले आफूहरु काममा फर्कन नफर्कने टुंगो लाग्ने उनले बताए।. प्राविधिकहरुले सेवा सुविधा, जीवन बीमा, सुरक्षा, कार्यालय र स्पष्ट निर्देशिका लगायतका माग राख्दै केही दिनदेखि काम ठप्प पारेका थिए।. राष्ट्रिय पुनर्निर्माण प्राधिकरणका प्रमुख कार्यकारी अधिकृत सुशील ज्ञवालीले भूकम्पपीडितलाई प्राविधिकको खाँचो भएका बेला उनीहरुले राजीनामा दिनु गलत भएको बताएका छन् । उनले प्राविधिकका मागहरु पूरा गर्न प्राधिकरणले पहल गरिरहेका बेला राजीनामा दिनु गलत भएको भन्दै राजीनामा स्वीकृत गर्ने नगर्ने छलफलपछि मात्रै निर्णय हुने बताए।.",https://www.himalkhabar.com/news/1484
"उपल्लो मुस्ताङमा हिमपहिरो, ९ वटा काठेपुल र खानेपानीका पाइप बगायो (अपडेट)",समाचार,हिमालखबर,"आइतबार, ३ पुस, २०७३","युवराज श्रेष्ठ, पोखरा उपल्लो मुस्ताङमा आइतबार बिहानहिमपहिरो जाँदा सडक अवरुद्ध भएको छ । खोलामा आएको बाढीले ९ वटा काठेपुल, खानेपानीका पाइप र ५ वटा पानी घट्ट समेत बगाएको छ ।. उपल्लो मुस्ताङ घमी गाविसस्थित ढाकमार क्षेत्रमा हिमपहिरो गएको छ ।. घमी गाविसको ७ र ८ वडा साथै सुर्खानी गाविसको केही भागमा आइतबार बिहान पहिरो गएको हो ।. मुस्ताङका प्रमुख जिल्ला अधिकारी भीमराज पोखरेलले ढाकमार क्षेत्रमा ९ वटा काठे पुल बगाएको जानकारी आएको बताए । उनका अनुसार अलिचुली हिमालबाट झरेको पहिरोका कारण कोराला जाने बाटोमा ढुङ्गा थुप्रिएर जोमसोम कोराला सडक अवरुद्ध बनेको छ ।. ढाकमार गाविसको खानेपानीको मुहान, खानेपानी पाइप र ५ वटा सामूदायिक पानी घट्ट, तीन वटा सिचाइका कुलामा पनि क्षति पुगेको छ ।. घमी र सुर्खाङ गाविस जोड्ने पुल पनि बाढीले बगाएको सशस्त्र प्रहरी बल मुक्तिनाथ बाहिनीका सहायक बाहिनीपति कृष्णभक्त ब्रह्माचार्यले बताए ।. पहिरो गएको ठाउँ नजिकै मानव वस्ती नभएका कारण कुनै मानवीय क्षति नभएका उनले जानकारी दिए ।. यो मौसममा हिमाली क्षेत्रमा बस्ने मानिसको संख्या नै कम हुने र दिउँसोको समय भएका कारण पनि मानवीय क्षति हुनबाट जोगिएको उनले जानकारी दिए ।. अहिले कोरला क्षेत्रमा ५ सयको हाराहारीमा मात्र जनसंख्या छ । सडकमा ठूलाठूला ढुंगा र गेगरान थुपारेको हुँदा कोरला सडक सञ्चालन गर्न केही दिन लाग्न सक्ने ब्रम्हाचार्यले जानकारी दिए ।. पहिरो गएको ठाउँ जोमसोमबाट ७० किलोमिटर पूर्व पर्छ । ल्होमान्थाङ इलाका प्रहरी कार्यालयबाट करिब १५ किलोमिटर तल पर्ने ढाकमारमा प्रहरी टोली पठाइएको र विस्तृत विवरण आउन बाँकी रहेको प्रजिअ पोखरेलले जानकारी दिए ।",https://www.himalkhabar.com/news/1452
निगमले पेट्रोलियम पदार्थको मूल्य बढायो,समाचार,हिमालखबर,"आइतबार, ३ पुस, २०७३",". नेपाल आयल निगमले पेट्रोलियम पदार्थको मूल्य बृद्धि गरेको छ । पेट्रोल, डिजेल र मट्टितेलमा प्रतिलिटरचार रुपैयाँ ५० पैसा मूल्य बढाईएको निगमले जनाएको छ ।. मूल्य बढेपछि पेट्रोल प्रतिलिटर १०१ रुपैयाँ ५० पैसा, डिजेल र मटितेल दुबैको मूल्य ७७ रुपैयाँ ५० पैसा पुगेको छ ।. ग्यासको मूल्य भने प्रतिसिलिण्डर सिलिन्डरको १३ सय २५ रुपैयाँ नै कायम छ ।. बढेको मूल्य ३ पुषराति १२ बजेदेखि लागू हुनेछ ।",https://www.himalkhabar.com/news/1456
संशोधन प्रस्ताव अघि बढाऔँ: सद्‌भावना अध्यक्ष महतो,समाचार,हिमालखबर,"आइतबार, ३ पुस, २०७३","सद्‌भावना पार्टीका अध्यक्ष राजेन्द्र महतोले अहिलेको संविधान संशोधन प्रस्तावलाई उपलब्धिका रुपमा लिएर पारित गर्नका लागि पार्टीले भूमिका निर्वाह गर्ने बताएका छन् ।  रिपोर्टर्स क्लब नेपालले आयोजना गरेको अन्तरक्रियामा अध्यक्ष महतोले अहिले प्राप्त भएका राजनीतिक उपलब्धिलाई संस्थागत गर्नुपर्नेमा जोड दिँदै संविधान संशोधन प्रस्तावलाई परिमार्जनसहित अघि बढाउनुपर्ने माग गरे ।  उनले संविधान संशोधन प्रस्ताव संसद्‌मा छलफल गर्न अवरोध गर्नु नेकपा एमालेको प्रजातान्त्रिक आचरण विरोधी गतिविधि भएको बताउँदै थपे, “संशोधन प्रस्तावलाई संसद्‌मा छिर्नै नदिने कुरा संसदीय मूल्य र मान्यताविरुद्ध छ, यो एमालेलगायत दलले सच्याउनुपर्छ ।”. प्रस्तावबारे संसद्‌मै छलफल गर्नुपर्नेमा जोड दिँदै उनले संसदीय प्रक्रियामा संसद्‌मा विरोध गर्न पाइने तर संसद ल्याउन नदिने अप्रजातान्त्रिक क्रियाकलाप भएको धारणा राखे ।  महतोले एमाले जिम्मेवार पार्टी भएकाले जनतालाई अधिकार दिनका लागि ल्याइएको संविधान संशोधन प्रस्तावमा एमालेले समेत सहयोग गर्नुपर्ने बताए ।  उनले वैवाहिक अङ्गीकृतलाई नागरिकता दिने, राष्ट्रियसभामा जनसङ्ख्यालाई मूल आधार बनाउने विषयमा कुरा मिलेको जानकारी गराउँदै सीमाङ्कनका बारेमा आफूहरुले झापादेखि कञ्चनपुरसम्म माग गरेकाले कुरा नमिलेको र सीमाङ्कन आयोगको प्रतिवदेनअनुसार अघि बढ्ने बताए । भाषासम्बन्धी कुरामा खासै विवाद नरहेको पनि उनले जानकारी गराए ।   संविधान संशोधनपछि पुरानै संरचनाअनुसार पनि स्थानीय निकायको निर्वाचन हुनसक्ने उनले बताए ।  रासस",https://www.himalkhabar.com/news/1453
थाइल्यान्ड पुर्याएर अलपत्र पार्नेक्रम बढ्दो,समाचार,हिमालखबर,"सोमबार, ४ पुस, २०७३","अमेरिका, युरोपलगायतका देशमा लैजाने भनेर पर्यटकीय भिसामा थाइल्यान्ड पु¥याएर अलपत्र पार्ने क्रम बढेको छ । समस्या गम्भिर बढ्दै गएपछि बैंककस्थित नेपाली दुतावासले विज्ञप्तिमार्फत सर्वसाधारणलाई सचेत गराएको छ ।. विज्ञप्ति अनुसार मानव तस्करहरुले अमेरिका, अस्ट्रेलिया, क्यानडा, दक्षिण कोरिया तथा युरोपका केही मुलुकलगायतका देशमा पठाउने भन्दै ठग्दै आएको छ ।. थाइल्यान्ड आइसकेपछि अनेक बहाना बनाएर सकेसम्म धेरै पैसा मगाउन लगाई निजबाट लिने र कानुनी रुपमा थाइल्यान्ड बस्न पाउने अवधि समाप्त भई अवैधानिक भएपछि यहाँका प्रहरी प्रशासनलाई खबर गरी/गराई पक्रन लगाउने वा प्रवेशाज्ञाको अवधि बढाउनका लागि छिमेकी मुलुक (मलेसिया), सिङ्गापुर, कम्बोडिया आदि गएर आउन सुझाउने र त्यहाँ गइसकेपछि ती मुलुकबाट थाइल्यान्डको प्रवेशाज्ञा उपलब्ध नहुने हँुदा त्यतै अलपत्र परी नेपाल फर्कन बाध्य पार्ने गरेको देखिएको विज्ञप्तिमा जनाईएको छ ।. महानगरीय अपराध महाशाखाका प्रमुख, वरिष्ठ उपरीक्षक सर्वेन्द्र खनालले पछिल्लो दिनमा थाइल्यान्ड लैजाने बहानामा आफहरु ठगिएको जनाई उजुरी आउनेक्रम बढ्दै गएको जानकारी दिनुभयो । खनालले भने, “उजुरीका आधारमा केही मानव तस्करलाई पक्राउ गरिएको छ र पीडितलाई रकमसमेत दिलाइएको छ ।रासस",https://www.himalkhabar.com/news/1469
लक्ष्मण थारुद्वारा पार्टीबाट राजीनामा,समाचार,हिमालखबर,"बुधबार, ६ पुस, २०७३",कैलाली कारागारमा रहेका मधेशी जनाधिकार फोरम लोकतान्त्रिकका केन्द्रीय सदस्य लक्ष्मण थारुले कारागारबाटै पार्टीको सदस्यता त्यागेका छन् ।. आफू जेलमा बस्दा पार्टी नेतृत्वले कुनै वास्ता नगरेकाले पार्टीको सदस्यबाट राजीनामा दिई स्वतन्त्र जीवनयापन गर्ने मनसाय राखेको थारुले बताएका छन् ।  पार्टीको सदस्यता त्याग गरेकोसम्बन्धी जानकारी फ्याक्समार्फत सोमबार पार्टीको केन्द्रीय कार्यालयमा पठाइएको छ ।. स्वतन्त्र जीवनयापन गर्दा कानुनी उपचारका साथै अनुसन्धान एवम् छानबिन गर्न सजिलो समेत हुने भएकाले समेत पार्टीको सदस्यता त्यागेको थारुले बताए ।  झन्डै १७ महिना अघि कैलालीको टीकापुरमा आठ प्रहरी र एक नाबालकको ज्यान जानेगरी भएको घटनामा संलग्नताको आरोपमा पक्राउ परेका लक्ष्मण थारुसहित २५ जना कैलाली कारागारमा जेल जीवन बिताइरहेका छन् ।  रासस,https://www.himalkhabar.com/news/1486
सवारी चालक अनुमतिको काम जगातीबाट,समाचार,हिमालखबर,"सोमबार, ४ पुस, २०७३","यातायात व्यवस्था विभागले सवारी चालक अनुमतिपत्रसम्बन्धी सम्पूर्ण काम भक्तपुर जगातीबाट गर्ने गरी कार्यालय सञ्चालनमा ल्याउने भएको छ ।. कार्यालय स्थापनाका लागि घरभाडा सम्झौता भइसकेको र ५ पुसमा कार्यालयको उद्घाटन गरेपछि सेवा सुरु गर्ने भएको छ ।. विभागका शाखा अधिकृत चिरञ्जीवी सापकोटाले कार्यालय सञ्चालनका लागि आवश्यक पूर्वाधारको तयारी, फर्निचर एवम् फर्निसिङ, विद्युत् जडानको काम भइरहेको जानकारी दिए।. सापकोटाका अनुसार व्यवस्थित रुपमा सेवा दिन भनेउद्घाटनपछि कम्तीमा एकसाता लाग्ने छ ।. कार्यालय जान दक्षिणतर्फ पनि सडक सञ्चालन, पार्किङ र सुरक्षा व्यवस्थापनलगायतका बारेमा छलफल भइरहेको उनको भनाइ थियो । उपत्यकामा ललितपुरको एकान्तकुनाबाट मात्र सवारी चालक अनुमतिपत्रसम्बन्धी काम हुँदै आएकोमा त्यहाँबाट मात्र सेवाग्राहीको काम ढिला भएको गुनासो बढेपछि सरकारले उपत्यकाको तीन स्थानमा कार्यालय खोल्ने तयारी गरेकोमा भक्तपुरमा पनि सञ्चालनमा आउने भएको हो ।रासस",https://www.himalkhabar.com/news/1460
सगरमाथा आरोहीको गाउँमा एक किलो नुनको रु. १८०,समाचार,हिमालखबर,"सोमबार, ४ पुस, २०७३","एक किलो नुनको रु १८० पर्छभन्दा धेरैलाई विश्वास नलाग्न सक्छ । तर सोलुखुम्बुको खुम्जुङ–९ स्थित फोर्चे गाउँका बासिन्दाको बाध्यता हो उनीहरु एक किलो आयोडिनयुक्त नुनको रु १८० नै तिर्छन् ।. यस्तै उनीहरु प्रायः सामान्य किसिमको मन्सुली चामल प्रयोग गर्छन्, त्यसको मूल्य रु २४० देखि २५० सम्म पर्छ । फोर्चेका आङ छिरिङ शेर्पा भन्छन् “हामीले काठमाडौँभन्दा १० गुणा बढी मूल्य तिर्नुपरेको छ ।”. सदरमुकाम सल्लेरीसम्म ट्रकमा ल्याएको सामान त्यहाँबाट हेलिकोप्टर वा खच्चरलाई बोकाएर स्याङबोचे र त्यहाँबाट जोक्पेलाई बोकाएर फोर्चे पुर्याइन्छ ।. फोर्चेका अधिकांश घरपरिवार हिमाल आरोहणको आम्दानीबाट चलेका छन् । आलु र फापर मात्र उत्पादन हुने सो गाउँका सबै घरका पुरुष हिमाल चढ्न जान्छन् वा पर्यटकको भारी बोकेर विभिन्न हिमालको आधार शिविरसम्म पुग्छन् । पाँचपटक सगरमाथाको सफल आरोहण गरिसकेका फोर्चेका पासाङनुरु शेर्पाका अनुसार प्राय सबै घरबाट भारी बोक्न हिमालतिर जान्छन् । सोलुखुम्बुको खुम्जुङ–९ फोर्चे गाउँलाई हिमालको काख भनेर चिनिन्छ ।. यस गाउँमा ८५ परिवारको बसोबास छ । हेर्दा निकै सुन्दर देखिने यो गाउँभित्रको पीडा डरलाग्दो छ । आलु र फापर मात्र उत्पादन हुने यो गाउँमा पढेलेखेका कमै मात्र छन् । सक्ने हिमाल चढ्नेलाई सहयोग गर्दै शिखरसम्म पुग्छन् भने कोही पथप्रदर्शक भएर, कोही खाना पकाउने काम त कोही भारी बोक्ने काम लिएर हिमालको आधार शिविरसम्म पुग्ने गर्छन् । महँगीको मार खेपिरहेका उनीहरू वर्षमा एक पटक हिमाल चढेर पाएको करिब रु तीन लाखले परिवार चलाउन बाध्य छन् । हिमालको शिखर पुग्नेले त्यति कमाए पनि आधार शिविरबाट फर्कनेको कमाइ भने निकै कम हुन्छ ।रासस",https://www.himalkhabar.com/news/1459
आदिवासी जनजाति महासङ्घमा बराम निर्वाचित,समाचार,हिमालखबर,"बुधबार, ६ पुस, २०७३","नेपाल आदिवासी जनजाति महासङ्घको नवौँ राष्ट्रिय महाधिवेशनले जगत बरामको नेतृत्वमा नयाँ कार्यसमिति चयन गरेको छ ।. नयाँ नेतृत्वका लागि नेपाली कांग्रेस र नेकपा माओवादी केन्द्रलगायत अन्य साना दलकोे प्यानलबाट जगत बरामले नेकपा (एमाले)का तर्फबाट अध्यक्षका उम्मेदवार सूर्य भुजेललाई आठ मतले पछि पार्दै विजयी भएका हुन् ।. ५६ मतदाता रहेको महासङ्घमा बरामले ३१ र भुजेलले २३ मत पाएका थिए भने एक मत बदर र एकजना मतदानमा सहभागी नभएको निर्वाचन समितिले जनाएको छ ।. यस्तै, महासचिवमा गठबन्धनकै नित्यनन्द ताजपुरिया र कोषाध्यक्षमा मुकुन्द पहारी विजयी भएका छन् ।. महासचिवमा विजयी ताजपुरियाले ३५ र उनका प्रतिद्वन्द्वी टासी ह्याल्मुले १५ मत पाएका थिए । यसैगरी, कोषाध्यक्षमा मुकुन्द पहारीले ३६ र उनका प्रतिद्वन्द्वी प्रेमीलाल चौधरीले १५ मत प्राप्त गरेका थिए ।. गत शनिबार सुरु भएको महाधिवेशन विवादका कारण आज मात्रै सम्पन्न भएको हो ।. एमाले विरुद्ध नेपाली काँग्रेस, माओवादी केन्द्र, सङ्घीय समाजवादी फोरम, नयाँ शक्ति र राप्रपाको गठबन्धन बनेको थियो ।. यसअघि महाधिवेशनले प्रदेश अनुसारको विधान संशोधन गरेको छ ।. तेह्र सदस्यीय सचिवालयलाई बढाएर २१ सदस्यीय बनाएको महासङ्घका अध्यक्ष नगेन्द्र कुमालले बताए । संशोधित विधान अनुसार अध्यक्ष, महासचिव र कोषाध्यक्षसहित आठ उपाध्यक्ष र १० सचिव हुने व्यवस्था गरिएको उनले जानकारी दिए । रासस",https://www.himalkhabar.com/news/1487
प्राधिकरण सञ्चालन समितिका तीन सदस्य हटाएर नयाँ नियुक्ती,समाचार,हिमालखबर,"सोमबार, ४ पुस, २०७३","सरकारले विद्युत् प्राधिकरण सञ्चालन समितिका तीन सदस्यलाई हटाएर नयाँ सदस्य नियुक्त गरेको छ ।. प्राधिकरणका तीन सदस्य लक्ष्मणप्रसाद अग्रवाल, मनोज कुमार मिश्र र सुरज लामिछानेलाई हटाइएको थियो । प्राधिकरणका प्रबन्ध निर्देशक कुलमान घिसिङलाई अवरोध गरेपछि उनीहरुलाई हटाएको जनाएको छ ।. उनीहरु हटाएपछि मन्त्रिस्तरीय निर्णयले रुकुमका भक्तबहादुर पुन, बझाङका चेतराज जोशी र सुर्खेतका उमेशप्रसाद थानीलाई नियुक्त गरेको हो ।. ऊर्जा सचिव अनुपकुमार उपाध्ययको अध्यक्षतामा गठित समितिमा प्राधिकरणका प्रबन्ध निर्देशक सदस्य सचिवसहित अर्थ मन्त्रालयका सचिव डा.शान्तराज सुवेदी र चन्द्र टन्डन सदस्य रहेका छन् ।",https://www.himalkhabar.com/news/1468
